time,x,v,theta1,omega1,theta2,omega2,theta3,omega3,force,push
2.124999999999999944e-01,3.054303012596163661e-03,7.035653422313979666e-02,2.451784077986204208e-02,-1.028260779402659086e-01,1.800355816209942353e-02,-6.163952126956456085e-02,1.431196180992838109e-02,-4.909964844494390385e-02,5.989519499469029284e-01,0.000000000000000000e+00
2.149999999999999967e-01,3.232273078040103376e-03,7.201298411093336183e-02,2.425504556249926530e-02,-1.073819337955753406e-01,1.784662116738135185e-02,-6.390353908097423652e-02,1.418790429246783412e-02,-5.014486679863646573e-02,5.858929636462395507e-01,0.000000000000000000e+00
2.174999999999999989e-01,3.414334960635491932e-03,7.362987430085543572e-02,2.398107234906844340e-02,-1.117683352506623345e-01,1.768407402028994088e-02,-6.612730318933601747e-02,1.406124532798204950e-02,-5.118066435667329578e-02,5.725868175438293406e-01,0.000000000000000000e+00
2.200000000000000011e-01,3.600388945070765942e-03,7.520656612920674500e-02,2.369634566721581445e-02,-1.159846290935010737e-01,1.751601985203955075e-02,-6.830883706981663583e-02,1.393200952270964334e-02,-5.220620122002396502e-02,5.590617891985854016e-01,0.000000000000000000e+00
2.225000000000000033e-01,3.790333824266549443e-03,7.674250423693312895e-02,2.340129123587345386e-02,-1.200305119443363377e-01,1.734256657798978127e-02,-7.044628965608099036e-02,1.380022355602668858e-02,-5.322065891397406712e-02,5.453449905337661718e-01,0.000000000000000000e+00
2.250000000000000056e-01,3.984067103093096550e-03,7.823721294279623040e-02,2.309633511715538171e-02,-1.239060091749751291e-01,1.716382658615729986e-02,-7.253793357732896130e-02,1.366591612589525100e-02,-5.422324116840693264e-02,5.314623820394333009e-01,0.000000000000000000e+00
2.275000000000000078e-01,4.181485193087568913e-03,7.969029267123739491e-02,2.278190292019090582e-02,-1.276114544429771125e-01,1.697991643039988008e-02,-7.458216318700665315e-02,1.352911789245241254e-02,-5.521317462543759436e-02,5.174387893615586265e-01,0.000000000000000000e+00
2.300000000000000100e-01,4.382483598316316148e-03,8.110141644155870189e-02,2.245841905533501118e-02,-1.311474698584785270e-01,1.679095652876741104e-02,-7.657749240390303302e-02,1.338986141991901566e-02,-5.618970947633868812e-02,5.032979220320097369e-01,0.000000000000000000e+00
2.325000000000000122e-01,4.586957092542957685e-03,8.247032642430784932e-02,2.212630603715579070e-02,-1.345149467978327129e-01,1.659707086746403659e-02,-7.852255238532826476e-02,1.324818111700237257e-02,-5.715212002978855427e-02,4.890623941031622124e-01,0.000000000000000000e+00
2.349999999999999867e-01,4.794799887876904573e-03,8.379683057004704005e-02,2.178598383456762863e-02,-1.377150273748893872e-01,1.639838671081770421e-02,-8.041608905106285843e-02,1.310411317596201115e-02,-5.809970521354620998e-02,4.747537464601174761e-01,0.000000000000000000e+00
2.374999999999999889e-01,5.005905795089034271e-03,8.508079931500868442e-02,2.143786926645587301e-02,-1.407490865775548328e-01,1.619503431760781556e-02,-8.225696047577199521e-02,1.295769551050219952e-02,-5.903178901171737131e-02,4.603924705936632833e-01,0.000000000000000000e+00
2.399999999999999911e-01,5.220168375791703168e-03,8.632216236749699900e-02,2.108237544112337436e-02,-1.436187150742898877e-01,1.598714666405877047e-02,-8.404413416659971270e-02,1.280896769264952724e-02,-5.994772083982175676e-02,4.459980336273092760e-01,0.000000000000000000e+00
2.424999999999999933e-01,5.437481086689132520e-03,8.752090557828147432e-02,2.071991123788112510e-02,-1.463257026924018323e-01,1.577485917376652072e-02,-8.577668424169719585e-02,1.265797088876821803e-02,-6.084687585990532915e-02,4.315889044020835286e-01,0.000000000000000000e+00
2.449999999999999956e-01,5.657737416111604731e-03,8.867706789764945308e-02,2.035088082910399207e-02,-1.488720225673766662e-01,1.555830945478712916e-02,-8.745378852450060025e-02,1.250474779486026103e-02,-6.172865523796348952e-02,4.171825804337441213e-01,0.000000000000000000e+00
2.474999999999999978e-01,5.880831013052881251e-03,8.979073842123970473e-02,1.997568324107736049e-02,-1.512598159600820058e-01,1.533763704408035514e-02,-8.907472556765913541e-02,1.234934257129171285e-02,-6.259248634595331040e-02,4.027956155679941475e-01,0.000000000000000000e+00
2.500000000000000000e-01,6.106655808934905068e-03,9.086205352626817999e-02,1.959471195197135321e-02,-1.534913777364425025e-01,1.511298315946772372e-02,-9.063887161962569383e-02,1.219180077708085889e-02,-6.343782291067595613e-02,3.884436481703259503e-01,0.000000000000000000e+00
2.525000000000000022e-01,6.335106132327288087e-03,9.189119409928049598e-02,1.920835452529531806e-02,-1.555691425021522856e-01,1.488449045923303724e-02,-9.214569754606181939e-02,1.203216930387820960e-02,-6.426414511180497668e-02,3.741414296983593957e-01,0.000000000000000000e+00
