time,x,v,theta1,omega1,theta2,omega2,theta3,omega3,force,push
1.724999999999999867e-01,7.790143536221989795e-04,3.845595633563864829e-02,2.693530573687503982e-02,-5.034313530755966416e-03,1.985605512533536107e-02,-2.030376564825833383e-02,1.610918689513353083e-02,-3.076864817091095466e-02,7.436319739970183029e-01,0.000000000000000000e+00
1.749999999999999889e-01,8.778354564291542244e-04,4.059890218671185352e-02,2.691420469490192480e-02,-1.183329052616150304e-02,1.980206746597226036e-02,-2.288818166085097860e-02,1.603088126788011075e-02,-3.187704477571048217e-02,7.398714609982506296e-01,0.000000000000000000e+00
1.774999999999999911e-01,9.819976244991469178e-04,4.272837198827042493e-02,2.687620981562557909e-02,-1.854769392098486527e-02,1.974160683815168876e-02,-2.548146081161217769e-02,1.594979617120975343e-02,-3.299204122167075093e-02,7.352382668359158657e-01,0.000000000000000000e+00
1.799999999999999933e-01,1.091463952905584065e-03,4.484181745286204557e-02,2.682154488974127643e-02,-2.516776216481723949e-02,1.967465613737258770e-02,-2.807957836845251590e-02,1.586591647472741437e-02,-3.411254209327196224e-02,7.297778783428556793e-01,0.000000000000000000e+00
1.824999999999999956e-01,1.206191341647981728e-03,4.693683038149804032e-02,2.675045719271043967e-02,-3.168446516307907995e-02,1.960120818413004992e-02,-3.067861991364023017e-02,1.577922978602416815e-02,-3.523745277898843176e-02,7.235350197714476295e-01,0.000000000000000000e+00
1.849999999999999978e-01,1.326130842576396691e-03,4.901113999201101717e-02,2.666321568509909604e-02,-3.808948101182281498e-02,1.952126544205524949e-02,-3.327478609419324412e-02,1.568972644598943048e-02,-3.636568159890132129e-02,7.165535830613580792e-01,0.000000000000000000e+00
1.875000000000000000e-01,1.451227999390605674e-03,5.106261005465945885e-02,2.656010927164748417e-02,-4.437517229810918062e-02,1.943483972498320431e-02,-3.586439673453197668e-02,1.559739951891464006e-02,-3.749614184362276559e-02,7.088765662047347149e-01,0.000000000000000000e+00
1.900000000000000022e-01,1.581423180262637486e-03,5.308923585908405240e-02,2.644144512001077307e-02,-5.053456208104878389e-02,1.934195189450287761e-02,-3.844389434325453520e-02,1.550224477761228022e-02,-3.862775372283657610e-02,7.005460191640784373e-01,0.000000000000000000e+00
1.925000000000000044e-01,1.716651902689443187e-03,5.508914103507747684e-02,2.630754703983600312e-02,-5.656130965853014420e-02,1.924263154946466436e-02,-4.100984704570535128e-02,1.540426068377785673e-02,-3.975944622223504671e-02,6.916029968470720490e-01,0.000000000000000000e+00
1.950000000000000067e-01,1.856845150236739479e-03,5.706057424813079648e-02,2.615875392258926527e-02,-6.244968621558404098e-02,1.913691670884151014e-02,-4.355895097370381802e-02,1.530344836382489110e-02,-4.089015886807442074e-02,6.820875186837014326e-01,0.000000000000000000e+00
