time_s,x_m,v_m_s,theta_rad,omega_rad_s,controller_force_N,disturbance_N
1.033999999999999986e+01,-8.298611347524713852e-07,-4.972982319445118095e-05,1.468326842367533768e-05,-2.178764955927088990e-05,1.334097174652279310e-04,0.000000000000000000e+00
1.034500000000000064e+01,-1.076818324150716369e-06,-4.905397718674099541e-05,1.457453849711076159e-05,-2.170424955406822051e-05,1.323628194170282804e-04,0.000000000000000000e+00
1.034999999999999964e+01,-1.320410130924633233e-06,-4.838366575837026125e-05,1.446622663351974622e-05,-2.162042630729639245e-05,1.313205097704747844e-04,0.000000000000000000e+00
1.035500000000000043e+01,-1.560664162141564997e-06,-4.771886257097734491e-05,1.435833492015318407e-05,-2.153619138084866033e-05,1.302828010824881155e-04,0.000000000000000000e+00
1.035999999999999943e+01,-1.797607893079754182e-06,-4.705954124768240619e-05,1.425086538676510518e-05,-2.145155621172072617e-05,1.292497054175426930e-04,0.000000000000000000e+00
1.036500000000000021e+01,-2.031268667041707359e-06,-4.640567537546473517e-05,1.414382000623501940e-05,-2.136653211286591408e-05,1.282212343533746285e-04,0.000000000000000000e+00
1.037000000000000099e+01,-2.261673695179373479e-06,-4.575723850751101205e-05,1.403720069518600137e-05,-2.128113027404770550e-05,1.271973989866453263e-04,0.000000000000000000e+00
1.037500000000000000e+01,-2.488850056330991776e-06,-4.511420416553466641e-05,1.393100931459850990e-05,-2.119536176268963851e-05,1.261782099385648070e-04,0.000000000000000000e+00
1.038000000000000078e+01,-2.712824696869463124e-06,-4.447654584206655920e-05,1.382524767041997219e-05,-2.110923752472252039e-05,1.251636773604739928e-04,0.000000000000000000e+00
1.038499999999999979e+01,-2.933624430562105526e-06,-4.384423700271724509e-05,1.371991751417013115e-05,-2.102276838542896682e-05,1.241538109393851438e-04,0.000000000000000000e+00
1.039000000000000057e+01,-3.151275938441649299e-06,-4.321725108841097785e-05,1.361502054354218469e-05,-2.093596505028519009e-05,1.231486199034820695e-04,0.000000000000000000e+00
1.039499999999999957e+01,-3.365805768688331361e-06,-4.259556151759170939e-05,1.351055840299971694e-05,-2.084883810580006987e-05,1.221481130275785449e-04,0.000000000000000000e+00
1.040000000000000036e+01,-3.577240336522951389e-06,-4.197914168840131971e-05,1.340653268436944175e-05,-2.076139802035143565e-05,1.211522986385371527e-04,0.000000000000000000e+00
1.040499999999999936e+01,-3.785605924110750100e-06,-4.136796498083022673e-05,1.330294492742977537e-05,-2.067365514501958104e-05,1.201611846206468177e-04,0.000000000000000000e+00
1.041000000000000014e+01,-3.990928680475969881e-06,-4.076200475884068789e-05,1.319979662049524517e-05,-2.058561971441794219e-05,1.191747784209602258e-04,0.000000000000000000e+00
1.041500000000000092e+01,-4.193234621426967341e-06,-4.016123437246290169e-05,1.309708920099675124e-05,-2.049730184752097424e-05,1.181930870545915067e-04,0.000000000000000000e+00
1.041999999999999993e+01,-4.392549629491735885e-06,-3.956562715986422117e-05,1.299482405605770295e-05,-2.040871154848914110e-05,1.172161171099727717e-04,0.000000000000000000e+00
1.042500000000000071e+01,-4.588899453863710011e-06,-3.897515644939160775e-05,1.289300252306602706e-05,-2.031985870749106594e-05,1.162438747540721611e-04,0.000000000000000000e+00
1.042999999999999972e+01,-4.782309710357711973e-06,-3.838979556158759684e-05,1.279162589024207964e-05,-2.023075310152275437e-05,1.152763657375714527e-04,0.000000000000000000e+00
1.043500000000000050e+01,-4.972805881375917145e-06,-3.780951781117996462e-05,1.269069539720246843e-05,-2.014140439522393427e-05,1.143135954000036613e-04,0.000000000000000000e+00
1.043999999999999950e+01,-5.160413315883699189e-06,-3.723429650904528596e-05,1.259021223551979424e-05,-2.005182214169144801e-05,1.133555686748523132e-04,0.000000000000000000e+00
1.044500000000000028e+01,-5.345157229395228796e-06,-3.666410496414664088e-05,1.249017754927834525e-05,-1.996201578328970371e-05,1.124022900946109837e-04,0.000000000000000000e+00
1.045000000000000107e+01,-5.527062703968697272e-06,-3.609891648544561859e-05,1.239059243562573562e-05,-1.987199465245814163e-05,1.114537637958036955e-04,0.000000000000000000e+00
1.045500000000000007e+01,-5.706154688211034505e-06,-3.553870438378888355e-05,1.229145794532051577e-05,-1.978176797251573923e-05,1.105099935239662310e-04,0.000000000000000000e+00
1.046000000000000085e+01,-5.882457997292000210e-06,-3.498344197376943883e-05,1.219277508327577434e-05,-1.969134485846249749e-05,1.095709826385897153e-04,0.000000000000000000e+00
1.046499999999999986e+01,-6.055997312967515451e-06,-3.443310257556289193e-05,1.209454480909873208e-05,-1.960073431777791176e-05,1.086367341180243537e-04,0.000000000000000000e+00
